,id,title,description
1826,003600,Practicum Impr Teach,
1827,003606,Stdnt Teach Sec Sch,
1828,003609,Surv Child Lit,
1829,004016,Busn Info Syst,
1830,007121,Instrumntl Methods of Analysis,"Principles and applications of spectroscopic, chromatographic, and electrochemical methods including atomic spectroscopy, mass spectrometry, gas chromatography, surface characterization methods, voltametric techniques. Discussion of instrument design and capabilities. Hands-on laboratory work emphasizing independent projects involving real-life samples"
1831,007122,Inorg Synthesis and Reactions,"The preparation of inorganic compounds using vacuum line, air-and moisture-exclusion, electrochemical, high-pressure, and other synthetic techniques. Kinetic and mechanistic studies of inorganic compounds."
1832,003728,Plant Phys,
1833,003744,Elem Chem,
1834,003284,Shakespeare,
1835,003278,Intro Verse,
1836,001209,Free Will & Determinism,
1837,001212,English Composition I,
1838,001216,Intro to Criminal Behavior,
1839,002070,Peoples of the World,Ethnographic survey of selected native peoples and cultures of the world.
1840,002071,Emergence of Civilization,"Caomparative study of the emergence of civilization from late Paleolithic through early civilization in nuclear America, Near East, and Far East."
1841,003106,Adv Clinical Tech I,
1842,003108,Adv Clinical Tech II,
1843,003268,Envir Soc,
1844,003018,Learn Behv,
1845,003022,Cog Psy,
1846,003032,Exp Psy I,
1847,002074,Inorganic Chemistry,A systematic presentation of properties and reactions of representative elements of the periodic table with application of chemical principles.
1848,003136,Indiv Instruction,
1849,004094,Food Mgt Super,
1850,004096,Elem Nutrition,
1851,003304,Sci Fiction,
1852,004286,Human Sexuality,
1853,004294,Intro City Comm Plan,
1854,004308,Finan Acct,
1855,004324,Exp Non-West Cult,
1856,004106,Front Offc Proc,
1857,003416,Auditing,
1858,007282,National Inst: Congress,
1859,003483,Fed Crim Law,
1860,003484,Marketing Mgt,
1861,003486,Strat Market Planng,
1862,003487,Taxation II,
1863,003620,Teach Lit Sec Schl,
1864,003624,Curr Dev Eng Educ,
1865,003626,Hist Foundations,
1866,003630,Hist Child Educ,
1867,003636,Crit Iss in Contemp Ed,
1868,003644,Ed Future Soc Sys,
1869,003652,Ethics in Ed,
1870,003654,Intern Ed Devel,
1871,004230,Sculpt Foundry,
1872,004250,Concepts Eco,
1873,004260,Gen Zoology,
1874,004266,Elem Spanish,
1875,004272,Adv Spanish,
1876,004276,Devel Psych,
1877,007231,Women in History,Women in History:  A study from the beginning of time to explain how valuable women have been to our socety.
1878,007234,Principles of Marketing,Principles of marketing
1879,007237,Developmental Mathematics,Developmental Mathematics
1880,007248,Legal Ethics,Legal Ethics
1881,003494,Info Mkt Decision,
1882,003499,Poverty Law,
1883,004112,Basic Skill I,
1884,003316,Modern Am Poet,
1885,003324,Art Autobio,
1886,003326,Memoir,
1887,003330,Grad Readings,
1888,003334,Adv Fict Writ I,
1889,003350,Indiv Masters,
1890,003352,Indiv Doctrl,
1891,003356,Age of Nero,
1892,003364,Lucretius,
1893,003700,General Biology I,"Representative topics in modern biology, emphasizing the present state of knowledge and the major means whereby this knowledge is being expanded."
1894,003576,Symbolic Logic,
1895,003580,Modern Pol Phil,
1896,003582,Derrida and Deconst,
1897,003584,Sem Ancients,
1898,003586,Infancy,
1899,004118,Inter EMT II,
1900,004130,Princ Real Est,
1901,004136,Real Est Fin,
1902,004156,Rec & Write I,
1903,004160,Grammar,
1904,004166,Writing Wkshp,
1905,004170,Surv British Lit,
1906,004178,Romanticism,
1907,004186,Nurse Car Con I,
1908,000441,Fluid Mechanics I,
1909,004026,Micro Graphics,
1910,004028,Intro Networking,
1911,004046,Piano II,
1912,004060,Struct Music IV,
1913,004072,Airframe Famil,
1914,007143,Latin America: Colonial,Latin America: Colonial Period
1915,007146,Independent Study,Independent Study
1916,007147,Intro to Anthropology,Introduction to Anthropology
1917,007149,Nature and Culture,Nature and Culture - An anthropological study
1918,007203,Visual Communications,Visual Communications
1919,007206,General Biology II,General Biology II
1920,007217,Principles of Econ II - Micro,Principles of Econ II - Micro
1921,007218,Developmental Reading,Developmental Reading
1922,666743,Macro Stabilization Policy I,"Part 1 of a 2 semester course. Provides a critical examination of the attempts of policy makers to influence macroeconomic objectives, focusing on the controversies concerning the role and conduct of macroeconomic stabilization policy, the balance of payments and exchange rates, aggregate demand and supply management, and business cycles."
1923,004348,Math of Business,
1924,004352,Business Law II,
1925,004354,Intl Business,
1926,007331,Painting II,Painting II
1927,007332,Modern Art: 1950 to Present,Modern Art: 1950 to the Present
1928,007158,Special Studies in Elem Educ,Special Studies in Elementary Education
1929,007159,Mech of Steriod Hormone Action,Mechanics of Steriod Hormone Action
1930,007161,Biochemistry-Steriod Hormones,Biochemistry of Steriod Hormones
1931,003534,App Multivariate,
1932,007164,Endocrinology Research,Endocrinology Research
1933,007165,Greek Civilization,Greek Civilization
1934,007167,Greek Athletics,Greek Athletics
1935,007176,Greek Language Intdt 1,Greek Language Intermediate 1
1936,007179,Selected Topics in Physics,The study of an area of Physics that is not normally available in other courses.
1937,007335,Art Theory and Criticism,Art Theory and Criticism
1938,007336,Topics in Advanced Painting,Topics in Advanced Painting
1939,007195,Computerized Accounting,Computerized Accounting
1940,007197,Cost Accounting,Cost Accounting
1941,007202,Drawing,Drawing
1942,003550,Artificial Intelligence,
1943,003558,Combinatorics II,
1944,003266,Soc Stct Polit Behav,
1945,000437,Directed Reading in Physics,
1946,007291,Politics of W Euro Countries,
1947,007318,Opera Composers,"This course focuses on the lives, times and works of the great Opera Composers of the 18th and 19th Centuries."
1948,666762,Organizational Behavior,Provides a comprehensive foundation for theoretical and practical applications relevant to the management of behavior in organizations
